Word	Joy	Anger	Sadness	Fear	Disgust
anemia	1.182800055	2.279500008	2.629699945	2.203999996	2.080600023
anemic	1.416000009	1.799800038	2.370500088	1.994199991	1.367699981
anesthesia	1.620599985	1.618899941	2.043100119	2.220000029	1.349499941
anesthesiologist	1.76030004	1.531000018	1.79460001	1.718000054	1.365700006
anesthetic	2.06430006	1.270200014	1.28610003	1.300600052	1.260499954
aneurysm	1.170099974	2.720700026	3.121999979	2.958499908	2.278399944
angel	3.994999886	1.188599944	1.283699989	1.25999999	1.15199995
angelic	3.303900003	1.260699987	1.276200056	1.30250001	1.208999991
anger	1.158699989	3.096999884	2.357500076	2.351000071	2.70539999
angina	1.165400028	2.354799986	2.365999937	2.320600033	3.046900034
angiogram	1.529800057	1.592000008	1.705500007	1.57159996	1.54550004
angle	1.527699947	1.371000051	1.371199965	1.308099985	1.493600011
angora	2.182600021	1.236299992	1.251899958	1.265599966	1.23029995
angry	1.161299944	2.936500072	2.759200096	3.002000093	2.40350008
angst	1.322100043	2.400599957	2.279799938	2.789900064	1.984899998
anguish	1.171700001	2.703999996	2.492000103	2.779700041	2.371500015
anguished	1.215000033	2.592999935	2.84190011	2.6171	2.205899954
animal	3.588799953	1.230499983	1.292400002	1.297500014	1.186200023
animated	3.189199924	1.445899963	1.332000017	1.630599976	1.305400014
animation	2.946199894	1.41260004	1.46389997	1.54279995	1.323799968
animosity	1.27579999	2.8829	2.012599945	2.459300041	2.515100002
ankle	1.731600046	1.259699941	1.242599964	1.262799978	1.260599971
anklet	1.593099952	1.374199986	1.363700032	1.350800037	1.365399957
annals	1.554399967	1.332399964	1.374799967	1.298300028	1.419199944
annex	1.524199963	1.497400045	1.358299971	1.428500056	1.731699944
annihilate	1.192299962	2.97390008	2.436199903	3.037699938	2.165299892
annihilation	1.163100004	2.832600117	2.925100088	2.889100075	2.398600101
anniversary	3.465699911	1.240100026	1.265799999	1.276600003	1.193899989
announce	1.99059999	1.291900039	1.280500054	1.301399946	1.279500008
announcement	2.473099947	1.354099989	1.368100047	1.409199953	1.307199955
announcer	2.361200094	1.435400009	1.60739994	1.660899997	1.345900059
annoy	1.198199987	2.618999958	2.358799934	2.237799883	2.852299929
annoyance	1.170300007	2.305900097	2.656500101	2.244100094	2.09829998
annoyed	1.158200026	2.587199926	2.67930007	2.694000006	2.723799944
annoying	1.205899954	2.717299938	2.693300009	2.855700016	2.254699945
annual	1.741899967	1.338400006	1.332000017	1.353600025	1.321799994
annul	1.385599971	1.96389997	1.635900021	1.623200059	2.399300098
annulment	1.46510005	1.868700027	1.908800006	1.953299999	1.829699993
anointed	1.576500058	1.34679997	1.344900012	1.316200018	1.359400034
anomaly	1.698400021	1.621700048	1.694399953	1.805099964	1.510900021
anonymity	1.573199987	1.283100009	1.211300015	1.251999974	1.372599959
anonymous	2.497499943	1.348199964	1.336500049	1.373000026	1.296000004
anorexic	1.131100059	2.385400057	2.938999891	2.534499884	2.319499969
answer	2.901799917	1.299999952	1.302399993	1.309399962	1.254500031
ant	1.42840004	1.405400038	1.296900034	1.253600001	1.962299943
antagonistic	1.514199972	1.782400012	1.74240005	1.841300011	1.716899991
antagonize	1.180199981	2.519000053	2.302999973	2.454799891	2.47300005
antelope	2.347199917	1.404500008	1.35010004	1.461500049	1.324000001
antenna	1.749600053	1.2579	1.24000001	1.261199951	1.258399963
anterior	1.645699978	1.357800007	1.352200031	1.356299996	1.345700026
anthem	2.688600063	1.391100049	1.311499953	1.433500051	1.296499968
anthill	1.474799991	2.042200089	1.771800041	2.013200045	1.972900033
anthrax	1.165899992	2.66960001	3.273200035	2.764800072	2.190900087
anthropological	2.146699905	1.307800055	1.318600059	1.327900052	1.291200042
anthropologist	2.321700096	1.249199986	1.269199967	1.272400022	1.241700053
anthropology	1.65170002	1.250800014	1.223099947	1.243999958	1.253000021
anti	1.547899961	1.663100004	1.470999956	1.611400008	1.726799965
antiaircraft	1.665699959	1.71420002	1.640799999	1.905300021	1.590199947
antibiotic	2.686399937	1.331699967	1.323600054	1.343600035	1.281000018
antibiotics	1.691400051	1.41929996	1.372300029	1.420699954	1.36469996
antichrist	1.149399996	2.733400106	2.661900043	2.598099947	2.984999895
anticipate	2.443500042	1.55400002	1.515100002	1.779899955	1.44599998
anticipation	1.872900009	1.918799996	1.60739994	2.121799946	1.68690002
antics	1.366299987	2.495199919	1.798799992	1.938599944	2.163800001
antidote	3.194400072	1.200899959	1.243800044	1.245399952	1.173200011
antigravity	2.068300009	1.561400056	1.819800019	2.328200102	1.347599983
antiquated	1.806300044	1.715800047	1.697000027	2.017100096	1.601699948
antique	3.264699936	1.241899967	1.28610003	1.287899971	1.208699942
antiques	3.417000055	1.227800012	1.296499968	1.280500054	1.193400025
antiseptic	1.549600005	1.408499956	1.456400037	1.358399987	1.478999972
antisocial	1.252200007	2.745500088	1.729300022	1.797299981	2.757499933
antsy	1.638900042	1.834599972	1.814900041	2.5	1.709499955
anus	1.255300045	2.298000097	1.665699959	1.618399978	3.191999912
anvil	1.721500039	1.506600022	1.390300035	1.531800032	1.406599998
anxiety	1.163499951	2.528700113	3.09100008	2.719700098	2.493200064
anxious	1.409100056	2.322799921	2.093100071	2.873600006	1.916599989
anytime	2.451100111	1.381600022	1.369799972	1.44690001	1.318699956
aorta	1.563300014	1.534600019	1.584400058	1.517699957	1.500699997
aortic	1.526800036	1.500800014	1.554100037	1.440500021	1.633299947
apache	1.738700032	1.334100008	1.326300025	1.34860003	1.318699956
apartment	2.450500011	1.29400003	1.314700007	1.309900045	1.276000023
apartments	1.61559999	1.306399941	1.288100004	1.298400044	1.306499958
apathy	1.366099954	1.721699953	1.278300047	1.327499986	2.797899961
ape	1.783499956	1.429800034	1.355900049	1.45599997	1.356699944
apex	2.042399883	1.278300047	1.284999967	1.295799971	1.271900058
aphrodisiac	2.777400017	1.448899984	1.474300027	1.685700059	1.346400023
apocalypse	1.378999949	2.081199884	2.267199993	2.539400101	1.669700027
apologetic	3.39260006	1.254099965	1.320899963	1.311699986	1.216599941
apologize	1.692499995	1.43809998	1.503000021	1.49150002	1.381100059
apology	3.071199894	1.287700057	1.330899954	1.343500018	1.245499969
apostle	2.097599983	1.458699942	1.49969995	1.565099955	1.379799962
apothecary	2.120100021	1.390799999	1.350000024	1.430899978	1.328500032
appalled	1.273699999	2.426800013	2.162100077	2.458300114	2.329699993
appalling	1.166399956	2.715800047	2.478899956	2.547899961	2.785200119
apparatus	2.145299911	1.344200015	1.338700056	1.371399999	1.307000041
apparel	1.866000056	1.379899979	1.275900006	1.379400015	1.301599979
apparent	1.578400016	1.253200054	1.153100014	1.219300032	1.387599945
apparition	1.725900054	1.756399989	1.791200042	2.22149992	1.60860002
appeal	3.207000017	1.232900023	1.285899997	1.277099967	1.203400016
appear	1.667899966	1.27760005	1.25999999	1.277799964	1.279000044
appearance	2.857599974	1.381500006	1.340299964	1.438199997	1.293300033
appease	2.720700026	1.253600001	1.283100009	1.270400047	1.238000035
appendage	1.482900023	1.75759995	1.390900016	1.491899967	1.997599959
appendectomy	1.205000043	2.777499914	2.655299902	3.036099911	2.225399971
appendicitis	1.102699995	2.839600086	3.722899914	3.038199902	2.247200012
appendix	1.628600001	1.393700004	1.488100052	1.361099958	1.283599973
appetite	2.80979991	1.401200056	1.398499966	1.502099991	1.32280004
appetizer	3.676199913	1.213199973	1.270499945	1.283499956	1.172600031
appetizing	3.477099895	1.268900037	1.299000025	1.342300057	1.210399985
applaud	3.293299913	1.325399995	1.342300057	1.397799969	1.257799983
applause	3.511499882	1.298900008	1.305999994	1.409600019	1.229099989
apple	3.198600054	1.213600039	1.24909997	1.251099944	1.186699986
apple juice	3.924299955	1.175400019	1.272699952	1.230800033	1.143700004
applejack	2.435199976	1.300899982	1.293499947	1.304999948	1.270300031
applesauce	3.272500038	1.183099985	1.235700011	1.233199954	1.158800006
appliance	1.642699957	1.274500012	1.264099956	1.274700046	1.278300047
applicant	1.652400017	1.417600036	1.376700044	1.412799954	1.371899962
application	1.799200058	1.654800057	1.733700037	1.95480001	1.524500012
apply	1.636899948	1.266100049	1.226600051	1.255300045	1.265799999
appoint	2.718400002	1.349699974	1.337299943	1.380100012	1.288699985
appointment	1.547399998	1.723099947	0.860300004	1.172199965	2.487699986
appraisal	1.66900003	1.388200045	1.31340003	1.384600043	1.33220005
appreciate	3.647300005	1.199000001	1.269999981	1.238899946	1.175199986
appreciation	3.650000095	1.2227	1.269500017	1.291599989	1.180099964
appreciative	3.560800076	1.248800039	1.271399975	1.288699985	1.194399953
apprehend	1.384600043	2.406100035	2.041500092	2.571700096	2.219799995
apprehension	1.468400002	1.748299956	1.502400041	1.566300035	2.0079
apprehensive	1.223500013	2.461800098	2.052599907	2.021500111	2.921200037
apprentice	2.861399889	1.262799978	1.308899999	1.298099995	1.238199949
approach	2.027299881	1.415400028	1.308699965	1.448300004	1.325399995
appropriate	2.899399996	1.305600047	1.339699984	1.364099979	1.261700034
approval	3.256999969	1.211199999	1.247499943	1.251399994	1.183400035
approve	3.371999979	1.276600003	1.263900042	1.305699944	1.206599951
approximate	1.793400049	1.343700051	1.336300015	1.361299992	1.322399974
apricot	2.710700035	1.362200022	1.323300004	1.391899943	1.289899945
apron	2.322400093	1.2227	1.239400029	1.252900004	1.21449995
apt	2.181999922	1.342100024	1.288900018	1.342499971	1.288499951
aptitude	2.630800009	1.372900009	1.362400055	1.435600042	1.305299997
aqua	3.347599983	1.241799951	1.312600017	1.294800043	1.207399964
aquamarine	3.229000092	1.268399954	1.326799989	1.323199987	1.230499983
aquarium	3.119999886	1.299100041	1.297000051	1.331699967	1.237400055
aquatic	3.498300076	1.214699984	1.29610002	1.266600013	1.186699986
arbitrary	1.416300058	2.110300064	1.827900052	1.942299962	2.053800106
arbitration	1.457100034	1.947100043	1.905900002	2.050400019	1.934700012
arcade	3.043600082	1.567399979	1.358700037	1.827299953	1.390900016
arcane	1.694200039	1.301800013	1.269500017	1.302800059	1.289999962
arch	2.324899912	1.235299945	1.249300003	1.258299947	1.228299975
archaeological	2.717299938	1.355700016	1.367499948	1.422799945	1.298699975
archaeologist	2.036799908	1.384199977	1.355800033	1.418499947	1.330299973
archaeology	2.988500118	1.273800015	1.316900015	1.317000031	1.241600037
archaic	1.536800027	1.822999954	1.701500058	1.911499977	1.728199959
archangel	3.74819994	1.200700045	1.282799959	1.253200054	1.172000051
archbishop	1.631299973	1.42869997	1.419700027	1.426599979	1.397500038
archdiocese	1.468700051	1.682399988	2.047399998	1.661999941	1.503499985
archduke	1.475200057	1.337200046	1.162500024	1.224499941	1.842499971
archery	1.810500026	1.435799956	1.332999945	1.459100008	1.349499941
architect	2.64989996	1.213099957	1.230100036	1.243800044	1.198500037
architectural	3.136699915	1.284199953	1.329300046	1.340000033	1.241400003
architecture	2.804699898	1.357599974	1.343799949	1.400599957	1.289100051
archive	1.639799953	1.470600009	1.384899974	1.458600044	1.436300039
arctic	1.555099964	1.458799958	1.413100004	1.410599947	1.585800052
ardent	1.693600059	1.729099989	1.483700037	1.815899968	1.620200038
area	1.838199973	1.212700009	1.207800031	1.244699955	1.208699942
arena	2.434400082	1.36650002	1.306800008	1.377900004	1.295899987
argue	1.196200013	3.023299932	2.41140008	3.086699963	2.133899927
argument	1.239300013	2.739599943	1.538100004	1.587900043	3.071799994
argumentative	1.170300007	2.85529995	2.531500101	2.884200096	2.268899918
arise	2.875999928	1.396499991	1.351699948	1.472599983	1.300400019
aristocracy	1.790500045	1.42019999	1.375200033	1.446200013	1.359400034
aristocrat	1.506600022	1.460600019	1.456500053	1.378200054	1.733399987
aristocratic	2.514699936	1.257799983	1.295400023	1.312700033	1.23239994
arithmetic	1.636500001	1.384899974	1.319599986	1.377699971	1.348999977
ark	2.841599941	1.235700011	1.264099956	1.257400036	1.217399955
arm	1.764199972	1.271199942	1.237400055	1.270599961	1.262400031
armada	1.540899992	1.320000052	1.254400015	1.262300014	1.46420002
armament	1.742499948	1.702299953	1.470499992	1.801100016	1.57280004
armchair	1.872799993	1.223700047	1.208999991	1.239899993	1.220999956
armed	1.460000038	2.992799997	1.93659997	2.557300091	1.977599978
armor	2.360899925	1.220299959	1.216599941	1.243499994	1.209800005
armored	2.125299931	1.267500043	1.262599945	1.275200009	1.260599971
armory	1.843600035	1.465499997	1.344799995	1.502900004	1.36559999
armpit	1.46570003	1.42050004	1.331200004	1.306699991	1.867200017
army	1.597000003	1.75909996	1.672899961	1.91989994	1.646399975
aroma	3.943900108	1.194499969	1.282500029	1.268399954	1.156399965
arouse	3.247900009	1.390599966	1.378399968	1.547799945	1.309900045
aroused	2.189100027	1.78760004	1.37349999	2.611200094	1.400400043
arraignment	1.422700047	2.02940011	1.457800031	1.538900018	2.415400028
arrange	1.631600022	1.275599957	1.138599992	1.245000005	1.399399996
arrangement	2.097899914	1.233899951	1.235399961	1.253399968	1.230000019
array	2.686199903	1.268900037	1.295600057	1.281599998	1.252699971
arrest	1.202000022	2.558799982	2.905100107	3.586199999	2.131400108
arrhythmia	1.327200055	2.391499996	2.101900101	2.481400013	2.287699938
arrival	3.242799997	1.216199994	1.251899958	1.253800035	1.18840003
arrive	2.953900099	1.428599954	1.299700022	1.51730001	1.289000034
arrogance	1.24150002	2.416800022	1.690999985	1.636999965	3.260499954
arrogant	1.190799952	2.678999901	2.420599937	2.307100058	2.8052001
arrow	1.718700051	1.353000045	1.300600052	1.353899956	1.31400001
arsenal	1.525099993	2.445600033	1.857800007	2.322999954	1.993999958
arsenic	1.195000052	2.513799906	2.561000109	2.484899998	2.256400108
arson	1.160699964	2.60439992	2.957499981	2.796999931	2.74819994
arsonist	1.24150002	2.519500017	2.733200073	3.481600046	2.085299969
art	3.41689992	1.24849999	1.288300037	1.3125	1.202200055
arterial	1.469400048	1.677399993	1.942199945	1.618899941	1.60710001
artery	1.506899953	1.708600044	1.581500053	1.656900048	1.797600031
arthritis	1.182700038	2.565700054	3.262300014	2.674799919	2.08130002
artichoke	1.715399981	1.286599994	1.266000032	1.290099978	1.283599973
article	2.143699884	1.262500048	1.261899948	1.271600008	1.258200049
articulate	3.06159997	1.316499949	1.265699983	1.344499946	1.232599974
artifact	2.870800018	1.376799941	1.363000035	1.466300011	1.301699996
artificial	1.363999963	2.035599947	1.871700048	1.848500013	2.21600008
artillery	1.388800025	2.169800043	1.897199988	2.006000042	2.116899967
artist	3.245399952	1.283200026	1.264199972	1.309800029	1.21239996
artiste	3.194999933	1.201200008	1.257200003	1.251399994	1.173099995
artistic	3.396500111	1.344400048	1.286800027	1.429700017	1.234200001
artistry	3.262000084	1.355000019	1.264400005	1.416800022	1.237900019
artwork	3.377899885	1.236999989	1.271100044	1.279899955	1.198199987
arty	3.118599892	1.399500012	1.424800038	1.499199986	1.315000057
asbestos	1.154800057	2.503900051	3.40170002	2.743999958	2.177000046
ascend	3.027499914	1.286299944	1.32159996	1.326900005	1.250399947
ascendant	1.672600031	1.266700029	1.241700053	1.263299942	1.26760006
ascending	1.651800036	1.332299948	1.288100004	1.327000022	1.309200048
ascension	2.254600048	1.560700059	1.499799967	1.789600015	1.458099961
ascertain	1.664700031	1.256100059	1.218199968	1.248299956	1.254600048
ashamed	1.164000034	2.815999985	2.508699894	2.461800098	2.874300003
ashtray	1.342700005	1.591199994	0.926500022	1.086099982	3.299200058
asinine	1.755399942	1.658200026	1.595999956	1.849499941	1.541000009
ask	2.255100012	1.246099949	1.229200006	1.259699941	1.23029995
asleep	2.829900026	1.184599996	1.299399972	1.245000005	1.084800005
asparagus	1.713999987	1.238899946	1.220100045	1.244500041	1.240200043
aspect	1.633000016	1.354300022	1.344799995	1.349499941	1.343400002
aspen	3.300199986	1.255800009	1.306200027	1.312100053	1.215800047
asphalt	1.54400003	1.445299983	1.505300045	1.388200045	1.51849997
asphyxia	1.182700038	2.662499905	3.257200003	3.409699917	2.181999922
asphyxiation	1.132799983	3.082999945	3.545700073	3.689899921	2.626600027
aspiration	2.935100079	1.40260005	1.355399966	1.503200054	1.301499963
aspire	2.700400114	1.24909997	1.227399945	1.273100019	1.209900022
aspirin	1.736999989	1.286000013	1.276100039	1.296900034	1.283400059
aspiring	3.360199928	1.286000013	1.269999981	1.325399995	1.210999966
ass	1.847300053	1.664199948	1.769999981	2.526400089	1.38259995
assailant	1.328799963	2.318700075	2.457499981	2.878700018	1.869199991
assassin	1.147600055	2.854899883	3.112299919	2.969700098	2.512000084
